-0.00099814,0.00074903,-0.0028891,-0.00017014,-0.0010911,0.00023851,0.00014621,-0.0014541,-5.0086e-05,-0.0017531,-0.0027086,-5.7265e-05,0.003521,-0.0081017,0.0087352,-0.00088659,-0.0002975,-0.00799,-0.00049204,0.0024836,0.00094052,-0.0031821,0.0051859,0.0026677,-0.0060501,-0.0035135,0.0020261,-0.003599,-0.0041294,-0.0075931,-0.0077692,-0.0050488,0.011151,-0.0043014,-0.001164,-0.002843,-0.0062334,-0.0073257,-0.0049364,0.0049398,0.01089,0.0081268,-0.0061947,0.00046012,0.004886,0.017975,0.0099168,0.0085083,-0.0066074,-0.006575,0.0013509,-0.0015163,0.0033743,-0.00050454,0.0099051,0.002127,-0.00053497,-0.0070641,0.0015392,-0.0078038,-0.0080315,-0.016878,0.0013998,0.0010714,0.0082113,-0.0027921,-0.0015521,0.0028912,0.00016185,-0.00061116,-0.0036816,0.0012264,0.00058603,-0.035247,-0.0060692,-0.0022525,3.1796e-05,0.00076495,-0.0010412,-3.4478e-05
0.011119,-0.0075056,0.0037454,0.0015585,0.0013856,0.00098724,-0.0027669,0.0074299,0.001244,0.0057156,0.0093612,-0.0011834,-0.015405,0.034907,-0.040303,-0.013971,0.013292,-0.0028651,-0.0022266,-0.0046671,0.00050815,-0.0014064,-0.0053317,0.0025938,0.0072438,0.0029954,-0.0073362,0.0037627,0.0035363,-0.0079204,0.0034132,-0.0063956,-0.022899,0.0015812,-0.0048891,0.0026416,0.0015232,-0.0037263,-0.0074254,-0.0091236,0.0031126,-0.012859,0.0052432,0.01383,-0.0109,-0.017839,-0.013142,0.0013103,-0.015582,0.022551,0.022362,-0.036843,0.021612,-0.0087444,-0.010323,0.011454,-0.018009,0.002658,0.002633,0.0023253,-0.0027338,0.016556,0.015115,0.0025792,0.0011159,0.0025447,0.0058785,-0.006669,0.007292,0.0077401,0.025818,0.0017826,0.0044019,0.0010919,-0.0099211,0.051633,0.00013773,0.001086,0.001311,0.0024481
-0.00085589,-0.00032806,-0.0015254,0.00023968,-0.00091175,-0.0002891,0.00014179,-0.00063468,-3.3513e-05,-0.001458,-0.0019791,-0.00029812,0.0032455,-0.0064288,0.0067325,-0.0016039,-0.00012239,-0.006113,-0.0013104,0.0019987,0.00065225,-0.0035473,0.0031356,0.0038526,-0.0048274,-0.0025911,0.0032666,-3.8419e-05,-0.0023872,-0.0078128,-0.0072423,-0.0057739,0.013472,-0.0079544,-0.0046047,-0.0063509,-0.005031,-0.0059326,-0.0076161,0.00398,0.013646,0.0045047,-0.003923,-0.0039609,0.0045433,0.0050059,-1.5601e-05,0.0016668,-0.004404,-0.0038728,0.0020796,-0.0064002,-0.0090613,0.0073023,0.0067536,-0.00065205,-0.00046407,0.00060433,-0.0037898,-0.0068617,0.0015323,-0.00097143,-0.0058139,-0.00065505,-0.0031374,-0.0055464,-0.0085665,0.013101,-0.0080235,-0.0022522,-0.0046916,-0.00020596,-0.010053,-0.028421,0.0078629,-0.0045535,0.0001021,0.00087575,-0.0011439,-0.00015996
-0.006245,0.0039987,-0.0018903,-0.0016845,0.00028574,-0.0010792,-0.00046824,-0.0064251,-0.0028103,-0.002336,-0.0030674,0.0039614,0.0078518,-0.015835,0.02003,0.022123,-0.0083455,0.028996,0.0010362,-0.0060067,-0.0036451,-0.00016057,0.0066964,-0.0079825,-0.012607,0.0006648,0.0054385,0.00046171,-0.002284,0.0030242,-7.3111e-05,0.010011,0.0082201,0.0083834,0.0074994,0.0066935,0.0061269,0.00033552,0.0055298,-0.0005889,-0.0052744,-0.0014387,0.00085705,-0.0013639,0.00095727,-0.0080326,-0.0039331,-0.0063871,-0.002104,-0.00030983,0.007909,-0.0011968,0.017016,0.016151,0.018581,0.0013352,0.0049723,0.012236,0.016253,-0.0030523,0.00081917,0.041823,0.064516,-0.0053872,0.010156,4.7137e-05,0.010985,-0.0063825,0.009465,-0.0010223,0.0094025,-0.00061324,-0.020321,-0.016335,0.0074032,-0.035865,-4.3226e-05,-0.00062137,0.00030309,-0.0029968
-0.0046562,-0.0016837,-0.0015493,0.00059112,-0.0020056,-0.00011222,0.00069351,-0.00070858,-0.0011864,-0.0046516,-0.0032781,0.0017555,0.00057301,-0.0088047,0.011138,-0.001645,0.0013746,-0.010395,-0.0019462,0.0025603,0.00078783,-0.0029476,0.0033718,0.0079396,-0.0052091,-0.0034013,0.003519,0.0035381,-0.0030226,-0.020957,-0.016215,-0.014268,0.022029,-0.01468,-0.017018,-0.0096427,-0.002878,-0.012758,-0.018907,0.0055404,0.024434,0.0039006,-0.0022462,-0.0049374,0.0079039,-0.0028873,-0.0040739,0.0039172,-0.00080853,-0.0030397,0.0044406,-0.0086531,-0.0076943,0.012705,0.014683,0.0014843,0.0020228,-0.0078325,-0.0079444,0.00014609,0.024749,-0.0065201,-0.008777,0.0015743,0.0069754,-0.0045715,0.00095735,-0.0018096,0.0028845,-0.0023288,-0.0024305,-0.0010393,-0.016572,-0.016269,0.0062165,0.0050875,0.00013292,0.0014698,-0.0019321,-0.00048049
0.012475,-0.012569,0.0028331,0.002531,-0.00086987,0.0034117,-0.003582,0.012019,0.004785,0.0034146,0.0033457,-0.001705,-0.02579,0.040706,-0.046026,-0.039794,0.021409,-0.05644,-0.0036244,0.0074823,0.0073921,-0.0050712,0.001271,0.0046659,0.0072144,0.0014603,-0.0055006,-0.010326,-0.0053152,0.0010999,-0.0071529,-0.009544,0.017588,-0.012816,-0.008069,0.0023275,-0.0048745,-0.00075616,0.002995,0.0097373,0.0021238,0.0056332,0.0084133,0.00084881,-0.014594,-0.0063251,-0.004109,-0.013032,0.049503,-0.037296,-0.03635,0.051243,-0.003246,0.021859,0.021213,-0.0098675,0.1126,0.0013708,0.013941,-0.012979,-0.021388,-0.026337,-0.030455,-0.0064815,-0.01587,0.0011077,-0.00049371,-0.00062006,8.0286e-05,0.055884,0.18635,0.0055167,-0.0062084,-0.041341,1.9189e-05,-0.088135,0.00033425,0.00077061,0.00016073,-0.0016337
-0.0056946,0.0010806,0.00056274,0.0020814,-0.0022922,-0.0012987,0.00046072,0.00094588,-0.00091706,-0.0049362,-0.0056428,-0.00039233,0.0055221,-0.015404,0.016222,-0.0062882,-0.0033253,-0.015097,-0.00046914,0.0063661,0.0014084,-0.00046793,-0.0067651,0.0031019,0.00029248,-0.0011722,-0.0021742,0.0033571,0.0029103,-0.018865,-0.0036873,-0.013497,-0.0079026,-0.0073561,-0.017822,0.0043053,-0.010385,-0.00064308,-0.0071111,-0.0035687,0.020186,-0.0062002,0.0069306,0.006164,-0.025898,-0.013366,-0.0036316,0.00079364,0.0049262,0.0029029,-0.0019568,-0.00019657,-0.00022603,-0.0050827,-0.0074634,0.0015551,0.0030311,-0.0039732,-0.0012714,-0.0015433,0.011637,0.0042311,0.0028682,-0.00097419,0.00036533,0.0023202,0.0038826,-0.0080414,0.0054096,0.0017745,0.0052074,0.0011387,0.0055242,0.0028161,-0.0076466,0.020924,-1.0063e-05,-0.00045284,0.00073338,0.00095035
0.00079334,0.0076714,-0.0021965,-0.0012642,0.00026894,-0.0024072,0.00011466,-0.0041139,0.0018904,-0.0016513,0.0034838,-0.0021591,0.012796,-0.013023,0.014509,0.018435,-0.004892,0.023072,0.00098231,-0.0082561,-0.0028963,-0.014657,0.0083428,0.0068238,-0.010523,-0.0044796,0.0063187,-0.0065725,-0.0080507,-0.012775,-0.015011,-0.0021632,0.030472,-0.0064064,0.0087646,-0.0045942,-0.0044924,-0.0071404,0.00010114,-0.0045956,0.0099262,-0.0091388,0.0017467,-0.002377,-0.020208,-0.023542,-0.014786,-0.015258,-0.003508,0.0037469,0.0041441,-0.021863,-0.020179,0.041057,0.023026,-0.010437,0.021174,0.0030292,-0.0049376,-0.0061386,0.044099,0.025608,0.03071,0.0034052,0.015224,-0.0012077,0.013042,-0.031239,0.023964,-0.0042168,-0.0027392,0.0015733,-0.0059701,-0.027537,-0.0042081,-0.021237,-9.3298e-05,-0.0006356,0.0022547,0.0012135
-0.0023083,0.0066413,-0.003164,-0.0024175,7.0566e-05,0.0003317,0.0022487,-0.005125,-0.0017573,0.0025923,0.0011112,-0.0047515,0.015818,-0.0081598,0.0041044,0.0072092,-0.0023211,0.026136,-0.00064144,-0.0056767,-0.0026837,0.0056376,-0.0042414,-0.0025691,-0.0055856,0.0049641,0.0032169,0.015626,0.0038873,-0.0017141,0.0060257,0.012707,0.0092167,0.0065411,0.008098,-0.0069054,0.010747,0.0055662,-0.003024,-0.0013213,-0.015294,0.0014015,-0.0044165,-0.0086402,0.012933,-0.019875,-0.019288,-0.012267,-0.0038312,0.011681,0.0053455,-0.0078595,-0.0047605,0.021861,0.012975,-0.0022975,0.0028347,0.0098787,0.015398,0.0037647,-0.003499,0.042068,0.046456,-0.011236,0.0029807,0.0014503,-0.011427,-0.0032045,0.011359,-0.00069674,0.0032884,0.00029316,-0.0028839,0.010311,0.0059195,-0.028061,-0.00015978,0.0016672,0.00083667,0.0010318
0.0011325,0.0045067,-0.0063006,0.0026871,0.0014325,0.00080062,0.0020801,-0.0029975,0.0019478,-0.0010412,-0.00050566,-0.005303,0.010958,-0.012582,0.0030078,-0.010247,-0.0020173,-0.0032788,0.0023435,0.0016769,0.00029816,0.0042564,-0.0091163,0.00065027,0.0035951,0.0049108,-0.0054133,0.0099146,0.0080745,0.001201,0.010265,0.0031961,-0.012234,0.0046403,-0.0081397,0.0082823,-0.0030653,0.007466,0.0057518,-0.0087137,-0.0033076,-0.011136,0.0019845,0.0070754,-0.029282,-0.0086496,0.00044635,-0.013506,-0.00088593,0.0046752,-0.0040592,-0.0014218,-0.018432,0.00053586,-0.014394,-0.006545,-0.0019984,-0.0046305,0.014203,0.010256,-0.021758,0.0084056,0.014328,-0.0087571,0.0037492,-0.0033881,-0.016628,0.018695,-0.0094729,0.00027155,-0.0010996,0.00083037,0.007976,-0.021212,0.0051441,0.0038081,3.6695e-05,0.001764,0.00048774,-0.00068629
