Id,SalePrice
1461,122401.80274154543
1462,174694.84461246966
1463,188367.74534206922
1464,193561.00088706234
1465,175998.86164945926
1466,177042.90419962886
1467,186469.92786500216
1468,176583.35622888646
1469,183768.18049934629
1470,135099.08167315484
1471,176212.08515496625
1472,89390.172891181748
1473,89993.286301152068
1474,148436.72867305024
1475,105348.77673859135
1476,351999.62336263643
1477,254105.87912070128
1478,314008.61861526663
1479,259963.13925828983
1480,395754.69624372263
1481,423850.66777294973
1482,202427.05753115044
1483,186538.84613627862
1484,160987.50656232671
1485,171800.31760889461
1486,192331.22563350067
1487,402274.57841492986
1488,251202.87097291369
1489,207314.00821559766
1490,228815.38820772877
1491,187088.77052372211
1492,120608.91094132136
1493,169729.44384769702
1494,318605.83728554373
1495,312537.83503975568
1496,217000.40021400928
1497,171217.1829422554
1498,152629.09232653907
1499,149178.93566965192
1500,155980.19438831444
1501,169894.72368544043
1502,146036.10425076782
1503,292348.21404123696
1504,210639.05591010794
1505,206491.05728835636
1506,172006.84094218173
1507,236800.7481214506
1508,176158.19923644591
1509,154521.57356993115
1510,129400.3477453214
1511,131506.10212602562
1512,188575.51832860991
1513,112367.22343883367
1514,134525.01235321769
1515,159766.80602721634
1516,150565.74293489044
1517,163852.52352989686
1518,123396.88882163566
1519,229908.18892008584
1520,140974.36376397352
1521,140345.40374993478
1522,160499.59551022045
1523,132081.9886563482
1524,129142.29677515876
1525,128466.3377858431
1526,131174.69697582602
1527,121816.6803069267
1528,146714.08679132501
1529,152174.63619790264
1530,161907.83826557329
1531,134670.78864509027
1532,102304.36730376296
1533,154195.69341997913
1534,116818.4853318184
1535,157146.4706471918
1536,110083.47115020402
1537,70467.34072921332
1538,164899.64873604648
1539,239456.68653179886
1540,107313.64928398146
1541,156713.99238265431
1542,140032.60266874402
1543,162953.00377398758
1544,90258.88246920293
1545,88376.246537724161
1546,124955.7421897016
1547,128339.53741045401
1548,127681.49581261781
1549,116657.02914659573
1550,133735.3201747713
1551,115771.22551782402
1552,111621.38843340034
1553,138366.59426867639
1554,118809.59430608622
1555,182257.52863367001
1556,126504.60520203064
1557,72615.489729132125
1558,91941.214357503442
1559,124795.99411974693
1560,151966.89309633433
1561,173501.30529563266
1562,133143.11740902305
1563,130490.03953506703
1564,165420.0892401376
1565,136325.01352552473
1566,212874.92259247199
1567,93784.386137940048
1568,194219.48200347886
1569,140511.40477133731
1570,118629.41908240141
1571,112816.28596934673
1572,141442.35953822642
1573,226784.37808806758
1574,181026.82354290277
1575,225504.4540826804
1576,222805.10353547413
1577,197874.29492605181
1578,154697.24149887526
1579,147790.91743786313
1580,186847.51814518851
1581,148790.48595329141
1582,137921.86751268103
1583,327419.61489810713
1584,215172.74971905447
1585,140027.56781766514
1586,66320.609289594911
1587,89306.133284507567
1588,143001.57569742939
1589,111422.36884861274
1590,120489.29998459628
1591,107824.90666389378
1592,111369.60813965079
1593,107720.97363756048
1594,133190.28756910728
1595,184085.49335931012
1596,221205.16531035252
1597,246638.11213326571
1598,179587.30231214949
1599,172782.13202992492
