Id,SalePrice
1461,126175.0
1462,150000.0
1463,160000.0
1464,150000.0
1465,137900.0
1466,135500.0
1467,128500.0
1468,127500.0
1469,135000.0
1470,128000.0
1471,144500.0
1472,115000.0
1473,129900.0
1474,151400.0
1475,108000.0
1476,187500.0
1477,159500.0
1478,168000.0
1479,173000.0
1480,386250.0
1481,184750.0
1482,140000.0
1483,140000.0
1484,133900.0
1485,144000.0
1486,140000.0
1487,187500.0
1488,159500.0
1489,129000.0
1490,159950.0
1491,140000.0
1492,111250.0
1493,151500.0
1494,200500.0
1495,180500.0
1496,165000.0
1497,153000.0
1498,124900.0
1499,133900.0
1500,130250.0
1501,153337.0
1502,118000.0
1503,159333.33333333334
1504,163000.0
1505,156500.0
1506,165000.0
1507,211000.0
1508,159500.0
1509,142953.0
1510,129733.82352941176
1511,140000.0
1512,147000.0
1513,137900.0
1514,175000.0
1515,171000.0
1516,140000.0
1517,127500.0
1518,156500.0
1519,160000.0
1520,133900.0
1521,132250.0
1522,144000.0
1523,117500.0
1524,125000.0
1525,124900.0
1526,130000.0
1527,110000.0
1528,129733.82352941176
1529,128000.0
1530,140000.0
1531,157000.0
1532,108000.0
1533,140000.0
1534,114062.5
1535,151400.0
1536,118000.0
1537,108000.0
1538,132000.0
1539,173000.0
1540,158000.0
1541,133900.0
1542,150000.0
1543,153500.0
1544,106250.0
1545,123500.0
1546,117500.0
1547,121625.0
1548,124900.0
1549,124900.0
1550,135000.0
1551,130250.0
1552,153337.0
1553,138887.0
1554,120500.0
1555,157000.0
1556,117500.0
1557,139400.0
1558,102776.0
1559,138887.0
1560,151000.0
1561,160000.0
1562,106250.0
1563,120500.0
1564,152000.0
1565,140375.0
1566,152000.0
1567,113000.0
1568,171000.0
1569,153500.0
1570,128000.0
1571,127500.0
1572,137500.0
1573,160000.0
1574,136905.0
1575,168000.0
1576,171000.0
1577,133900.0
1578,143000.0
1579,138800.0
1580,140375.0
1581,137500.0
1582,108000.0
1583,215000.0
1584,158000.0
1585,115000.0
1586,108000.0
1587,108000.0
1588,140000.0
1589,125000.0
1590,118000.0
1591,107400.0
1592,133900.0
1593,106250.0
1594,171000.0
1595,132250.0
1596,163000.0
1597,169000.0
1598,159950.0
1599,127500.0
1600,137900.0
1601,119000.0
1602,115000.0
1603,106250.0
1604,169000.0
1605,171000.0
1606,133000.0
1607,184000.0
1608,138887.0
1609,129900.0
1610,127500.0
1611,139000.0
1612,143000.0
1613,140000.0
1614,130250.0
1615,114500.0
1616,110000.0
1617,128000.0
1618,106250.0
1619,130000.0
1620,184750.0
1621,135000.0
1622,137500.0
1623,167500.0
1624,168000.0
1625,129900.0
1626,142953.0
1627,150900.0
1628,190000.0
1629,133900.0
1630,305000.0
1631,148000.0
1632,159500.0
1633,130250.0
1634,138887.0
1635,137000.0
1636,125000.0
